Car_for_sale_Id,Manufacturer_Shortname,Model_Code,Other_Car_Details,Vehicle_Category_Code,Current_Mileage,Engine_Size,License_Number,Asking_Price,Date_Acquired,Registration_year
729,Angelique736,-21531209,AFN,-275464050,61,UW17P8YYQ7G,22135,Y1VU2QLSNAP1,2006-01-17 14:50:56.860000000,610557761
730,April49,2049368015,2BRI45ZUA3BQOJ,2002524382,41,F,02213,WV3C5PR,1957-12-30 10:13:04.120000000,-1705105115
731,Sarah183,757720547,R2R0U0058C,586329250,63,Y,86209,SYSSX,1968-11-19 16:08:05.320000000,-958663800
732,Neal45,-273653005,,-530170370,24,TH5OZ2M11XIEGS,39073,K9PID0PS2EP,1985-08-29 09:51:11.550000000,-1779051318
733,Julia678,-388186133,,-662553153,55,SGLG0L3PQ9QQH3QYII,25157,CAAXRV5ENB7R,1960-01-28 23:32:01.250000000,1233451643
734,Joann059,-907057917,2OELQPYMCY,-1146781307,28,ZDS8FSAZ5SPKIX3N,77414,K,1992-03-11 13:53:42.720000000,119307109
735,Salvador256,-933325102,K6HWMZ03D,-1154380518,24,UHXOPSEF9B,68224,O63324B0,2018-06-13 08:52:43.470000000,-1344515931
736,Jeremiah065,1712889619,ARIF,1599957985,20,YAYZV8TR075OPMXX0P,87538,XRB1X3TOM,2017-08-31 16:47:18.860000000,401104198
737,Ann438,-300208075,B16,-570646268,51,TEF841LJ9LDT6G61,57867,CHFV6,2015-07-28 22:30:47.950000000,-1894788092
738,Karin177,479444998,546HRMPPZY,244587606,46,TQO,35980,N,2014-09-04 05:15:01.060000000,2031242874
739,Lorraine660,1563630603,VF48FNJ4,1418428887,20,3CNAOS82RUDP0IP,64583,S92YKTE1M,1976-02-14 19:11:11.830000000,-372632385
740,Bobbie889,687302962,9BVMPSWV6,539114514,29,1TYAPK6ME,26164,,1999-02-26 10:05:35.280000000,-1897787459
741,Andres115,-1330751298,E,-1460603854,52,,30518,M919RZZJ3HKII4,1968-03-30 12:53:45.160000000,1138334554
742,Melissa862,-1950379359,F,-1917838263,50,IK33A0YP2RYF8DGH,89789,849BW6FLIRGZ7IMW,1979-11-18 08:49:10.760000000,-496026440
743,Ginger612,504191891,SEE,301370691,29,Z36YH,51018,UDZHB7NV6CJ,1992-11-04 22:07:48.300000000,-2024244046
744,Alisa658,-1538964470,PAWA04,-1591245121,59,SZREKJ61VP,77725,7RJTDLARB147NIIA0S1H,1984-09-12 22:16:18.750000000,2108934418
745,Curtis38,-571242841,XVNA,-837402954,43,PHOQ3P2S,30490,3N45QWWL,2006-02-23 15:09:27.580000000,251446168
746,Amelia08,420256988,5SXM8U8KSZPTJ2KOFKBT,169855648,32,R3EQX82,19363,QTWKBZX5TXC,1962-11-29 10:00:49.750000000,-27417585
747,Marlene650,304499113,YTUMZBRURW9L5RL0SLY5,20110061,55,MBS912A3JMD6,71730,5S8STTPDVEB1F43EON,1958-03-21 09:49:31.590000000,468832161
748,Carolyn243,-249088013,XPK,-511845474,61,Q3,28562,D6VBBB,1963-05-21 02:06:44.040000000,-1377306184
749,Aimee938,900068491,QXJ3HABGZ7Y209JHP0,716179156,37,NNYTZ,60739,7IDUZ35HXVWDX378KC,1969-11-05 04:23:51.760000000,-1487546561
750,Eli812,820882395,F7DBYNMZCO5149I8D8Q,629527460,35,D,30568,U46WJG68YX,2001-03-21 12:48:23.800000000,-1257899491
751,Angela129,-833958601,MY55KNXSBFO4WM4,-1070197953,65,6TQPL1HBGREKXBNFEM,18856,GXGPL600E7WY78I,1960-03-27 20:09:13.300000000,959769113
752,Peter85,809514179,DM,628577401,49,3OMR1ZO29,59834,QL5YBZTHZ1MUET,1968-09-14 08:03:35.620000000,-1790743377
753,Julie023,-176772524,FUAYRT5T,-406291829,20,9FQXO27CKII42P,03769,6JN,1970-01-26 07:24:17.650000000,1544866237
754,Kellie399,14821367,I15,-246330672,62,CJSB0JEDDAFK2PPXY7,47813,ZW7H07KXAX5Y,1965-05-22 22:22:42.020000000,1127673452
755,Ryan512,-1426914177,YQGH27QBQUNX014,-1538532974,65,7BOM88G3T41YMWMOGVQ9,48073,05FNSZY,1965-09-14 07:40:17.580000000,-1571611728
756,Johnnie760,1471720362,4MUQNAFBZD,1352572937,39,U2DM9,11201,3ZQKK6MLCQF,1975-09-14 13:13:04.010000000,-389073889
757,Jennie846,-746693459,ET3A99F565NU5V,-982740358,24,5MUKJX1IT,27150,UJFI34QR2,2003-10-15 05:49:56.760000000,84500647
758,Byron029,-309174050,P0M1RS1BOW6FLOB,-588351742,63,WK2JGL,32602,JT2ZT8D7D,2014-12-31 02:48:41.080000000,1734449563
759,Jamey986,1059620053,IPVCHMKENKVXCHSPUD,860666714,65,CCTNF0917Y9D9AZY,87072,OXVXHWG1X,1998-06-15 07:27:38.070000000,-456803848
760,Hollie7,-1647109242,FOXLJDIF,-1672335289,62,BGYKH,99581,X7QDTHQXJN97EJ,1958-01-17 10:13:43.890000000,1451166314
761,Tom670,-1384306069,2UTHV1449JR3,-1499794037,40,KET0JBNPB9U1AGVPLLJB,98661,WIKDD85CVWW,1961-08-27 15:34:08.850000000,-95199645
762,Antoine667,149498186,8E6X3Y73HL7,-108334071,21,R,40153,I17NOTQ,2017-03-30 15:03:43.490000000,1177645807
763,Edward317,-1222779095,WFK3CYZ76BTRD2BCNFA,-1422860620,60,JDXLC8ZMOUB89LZPP,59758,C3O5BIG,2013-08-24 21:08:12.810000000,1122728828
764,Albert772,931175861,IZGJEL9J,736306970,49,9Y3F9PIUL,33548,PAGJBHK,2005-02-13 03:15:53.720000000,123924816
765,Jessica46,-242456160,AL8LEZLK0XKRV9XL,-506207257,55,D05,23810,WOK3RUVHWU8V,1965-05-12 18:19:52.640000000,-904643623
766,Lynn998,-1797321915,K1MUG2ALKWZ,-1830107463,56,T9ANMQBHBM56Z7M4LVU,64625,ZKEOX3TTF1URI,1993-12-15 07:06:19.330000000,-111152056
767,Trina680,1175347699,PRPGZWQK5Y2QSMIPUMPI,972313388,52,OS14,67035,KFDB0GT,1998-12-12 20:35:29.040000000,-1189058838
768,Seth033,-1089596590,Z,-1287052119,18,82IM49NP8F0BC3Z8SN,43371,Z8MV,1957-03-05 11:09:06.140000000,-140166458
769,Kimberley857,-1392587464,8WDTIY0T2LIB5VBWD71A,-1506347310,24,93PB8H8H6D,44145,779GAKAPQ2,1969-02-27 04:31:10.370000000,698048674
770,Cheri913,479444998,YW1UKKQY,244587606,50,075KENSU6DIH,34003,ED,1964-10-23 12:01:11.840000000,803788160
771,Dina943,924362103,H3QPGJL27L5404AB,729555835,18,SMT9S,42999,KHMQ,2017-11-20 13:57:29.450000000,-375555873
772,Leigh511,1352146045,TJPCAWPGA0CZY,1216425081,29,IW,62358,88A2JI7EJ7K51,1994-01-13 02:18:18.170000000,-425144789
773,Gabriela322,-970889334,9VV4ELGFRBA0F,-1173392765,37,JV0IR95WRHBUES5SO,99730,MLM5KJ68WUCIXNP8ACI,1954-02-06 09:01:44.890000000,-1712368098
774,Kathryn550,1314666351,GYRRJ7R78U67196J83,1182132930,49,GXG3QLYIMOZOBU,24257,N9X4QY36RI5XTC,1961-08-13 22:14:40.120000000,-42132946
775,Adrienne765,-947883491,8W940VPVERE1AHK,-1154502563,18,UN9JWWJOAL,12989,6YB26,2006-05-09 00:35:31.210000000,1381289013
776,Nakia352,-552968161,C8KGQM1N1X7K68827R78,-801619766,60,5WDTNH4J2YPG4EJ8NHW3,06339,0BGP0LJPBX8NQEDOH,1984-07-25 05:33:31.510000000,-1574726770
777,Dwight409,-167576309,TRWTBDGUSVPG9UANM,-396316699,51,GCK4V8SEW95HPG15S,24441,MF0HEOFOKVJ,2001-07-01 10:46:30.730000000,1401033661
778,Gerald249,-1039038388,MUM33N5O5I,-1221709841,43,HKRSI5755COV7DIVPKTP,98694,ZAB5NXGFPCJGGKX,1983-11-18 17:38:40.080000000,-1823235727
779,Tomas461,-332943061,TJABTIHOME9LS8,-614939043,21,8B56P,99358,2XEHHVFQ4IXR9B0,1958-04-20 16:49:20.070000000,-1136055904
780,Elton425,421041874,H3XEXEK8KEKPN8NM7XIY,193044112,43,YEYH3VGFI,58538,61XXBL,2008-03-13 21:24:19.760000000,1592947029
781,Janine413,-1762618658,F5GBTZ03D9TU1,-1796319488,36,OUEWQ3GP02SZ,07325,F71Q,1966-02-20 16:01:51.260000000,-1828428230
782,Glenn387,-1696466016,2RQKX9BPX8STGYR1N,-1749693449,56,RHB,76041,WK1TR6MNH1S4VK0,1977-01-21 06:09:06.170000000,1774240678
783,Josephine570,946178729,9P1YH34FK474QV,747759156,54,,18235,0O6DCVAENZXH5YAF55,2001-05-01 17:30:24.630000000,-1143404336
784,Penny085,-981092368,2LVGCLP,-1174058938,44,989LLSL9Q7UL0QYZG0P,01739,KH3,1957-10-30 02:02:33.050000000,1269507894
785,Lena731,606309423,Q77IZI1CBMILB43ANGHO,447101959,42,T05VF5NRZK6Z,74837,3PD649T1RKNFIVCX09M6,2016-10-03 14:03:50.830000000,-465003089
786,Anita503,-2119167245,HSHX7EDWKAPJOBQAK,-2096940730,31,S769,88673,84HJ,1953-03-08 08:04:29.700000000,-2066790369
787,Monica564,-891321130,WJSWI8AAXILTW31U8F,-1136017717,22,21TN,57242,CYPQG,1968-08-04 02:26:53.890000000,-774092405
788,Latoya874,541881901,KS4OGQ,352346035,59,,45774,XO2OZP5,2013-09-07 01:09:19.230000000,-1502150098
789,Samuel862,143961350,T1NSD03BK4ELA9,-110682199,29,L4,72252,TY6WIIRKS8TAVX8UK,1979-06-29 06:13:25.130000000,-1992373106
790,Jeannie214,838684624,WGUARDL,681387101,50,BTZEQSW983D5G5U960UT,86824,MD,1995-09-30 19:39:39.450000000,-1825673146
791,Regina958,767111257,U2BKZCRVB5,595665104,62,JSPNXNL5099B4BX0,33996,UC,1966-11-18 10:57:22.090000000,-232337665
792,Iris140,-1136596929,E8N54LPLIXGN5FXVO,-1313489890,53,F7VJY2VMLWYDTWQAS,03487,41IUSOXB3GCT28Y0ZS6H,1953-07-29 19:42:06.860000000,-1692727794
793,Dale775,-368359905,5ZY,-646431983,47,19QT,65808,5R,1969-03-22 21:47:22.980000000,572469139
794,Arnold076,238584525,ITQ2F3YS82G3VE9B,-28939336,23,A37U4UCTX90KNYOKPT,30086,,1971-01-29 08:57:27.940000000,-414366040
795,Angelia162,-1795162050,P1S2L,-1825531636,54,BQNR7CI1CIVQFM2KFR8R,72588,7332R9ZL5SH,1990-07-02 18:31:26.430000000,303600010
796,Laurie744,-368359905,F652H325586Q,-646431983,48,9314,52221,WR4AI6EKESCWLE3OU4YA,1969-12-30 21:50:01.680000000,1983544236
797,Evelyn626,1501959429,E26,1378690322,56,B3C3,84946,EKKU8C7C7X,1985-03-25 11:40:57.960000000,482370842
798,Lynette63,-1173911279,NQOD71KI,-1370657757,46,CFPHENC0HLSZB1I,49449,H02117DYCF1F,2006-09-21 18:51:54.580000000,390946417
799,Beverly935,-966209408,D2GY55XF,-1171539234,21,XKD9TH27,88849,6HD5A,1972-05-04 03:56:26.110000000,1950776733
800,Garrett619,26595666,WA1HP6WAVOOFWO,-243304424,52,NLNE1FO89JAQ5OX3QR6,04742,0U7H,1965-03-12 08:03:08.240000000,-969096
801,Arthur712,-1454256329,F5CW074KJ,-1561596812,46,9R0L8EJZTFUDHEQ2PLG5,71582,6KFAU677VX,1982-12-17 13:25:20.710000000,-594310253
802,Abel419,1252338008,PZ,1086463173,54,Q1H7USVG62PW7SVL15,54301,KB2MNRZX3C5T,1954-01-16 22:40:25.440000000,-1546143181
803,,-1157637806,721SE3,-1320794275,54,WPFUOX8,48393,QZ11GWL,2013-03-22 21:35:33.670000000,-840644069
804,Martin636,716242977,VK50IGX6WT5HEXJ0S,563268781,53,YVD5A,03380,JKUHR2357UJTRW,1958-01-13 16:22:39.920000000,-1283057241
805,Noel27,105617471,E3RPHLZ673SMV1SINUZB,-147516848,34,VIQJDEMNJND5G9LUGNFT,81282,3O48U9E61QRJV46QYC5,2002-04-30 22:50:54.350000000,25527072
806,Dan867,-1818610701,JAYOPP8KRO29R,-1846526895,53,EB7SAL1XKSWFWCA,14257,R75VOVRWILZWUXYDCOQ0,1985-03-14 17:50:55.140000000,-844845415
807,Rachel747,88792377,,-167886611,29,1OR096RGJHZ43EQPH,56798,DTRZI8113LHMUAVI8J,1967-08-09 23:01:50.730000000,-721996287
808,Alonzo185,702628414,E52K1C9UD9X4OWAO0GNU,550965784,36,H6JQ3,38640,,1961-06-15 09:09:37.530000000,-1038057970
809,Ted724,-332975401,S1R,-618491391,61,LPYU,00093,HNFQVPY5SE,1978-01-13 21:47:10.820000000,655896148
810,Anna873,754604258,QL,585312482,22,PKXBPFZOT07,08069,L4WDEEW6NQVF0I,2000-02-20 02:06:46.070000000,999430324
811,Carrie356,-694789303,EPD41S3HRFA,-965413436,54,Q8SLWT627,17168,ZM3V34SHNQD04T,1993-03-15 02:26:33.290000000,-306791798
812,Donnie223,-1107483126,AGKESLKOG01S356L4BNA,-1304810808,46,5,09174,V8OBWHYWH4BDBSM,1972-11-27 12:11:16.680000000,1949032194
813,Priscilla335,950028717,SFOWS,753729008,59,3MB,00484,F8KQB2XB6TM9N0DS,2009-09-12 09:59:21,-926272484
814,Gerardo044,-419114716,VSSWL6MKD7MZB6XZENK,-713270247,40,ZFJ8X0UX2,24017,DUMQOMT0PMQSQ,2009-04-02 10:03:18.320000000,46598776
815,Sherry50,453247766,WLICGR0AI0WIZIOVO3G,220836880,43,EZQ,61034,P0HYSJ2YSBD,2010-11-26 18:11:52.630000000,988328897
816,Hannah89,-1832683061,GLTDIBC4,-1851226789,50,NQ9MSHA6OWRR8RE2823F,48767,2UP9GQJ0XX0HQLRPLG,2003-08-06 09:25:02.690000000,861856436
817,Lauren59,-1635632361,T00,-1645169175,33,EHZNPE,27993,JFCX952K8AF1ADKJY,1968-11-29 21:33:18.850000000,-32303288
818,Angel713,-1757945273,R6AAFFU5C1CB30,-1786606729,34,J2,93539,G5Z8PJRZZ76SCC,2008-10-26 19:05:39.750000000,-812084081
819,Donnie760,33856211,H1BB,-230083702,24,7C6AFLGTT9SQ,41383,5UPQWF3E6BQIV,2007-05-12 13:12:02.900000000,-861602668
820,Penny085,1288772270,YLBS4U5EWGO0W77B,1145031386,42,G5R2IZL,00099,362SD,1965-03-07 10:15:22.930000000,1451532413
821,Jim924,950529980,L8OMG3JH2EAJ,754048717,51,VBC989Z23FNLGK,77432,A6AQT695UDFX2P4JU,1978-05-14 04:39:25.430000000,-1065912469
822,April49,364447586,SHPSC5VH,113672767,58,1GYHR9A5WOU,94325,2VC,2004-04-05 19:26:09.820000000,1783338240
823,Darryl902,233407809,L9F9WDBEWSH3G3MLI,-34843680,55,IYCCKH3B0,23092,TWZ0,1996-09-06 04:55:41.010000000,753069819
824,Xavier778,1228895915,SA2GUU9N7A,1055066026,39,17B,63279,9V,1992-05-29 08:51:30.920000000,1723350254
825,Robbie774,1438483391,U1GWFNE66665OHH2IB,1289337227,54,QQU546WPPL,45516,40Y72YJYWQ6XJSVSG6LK,2016-12-05 01:03:49.760000000,642818208
826,Oscar313,-324911493,27UO2724FLZ9,-609765966,31,HT2L5FKER,13732,8PISIDDRSB09U9,2017-04-24 18:15:22.590000000,1666003074
827,Vincent877,339439946,1A2R070G8EBAM5EZD,75365871,48,4R324D8F6F,76093,YVM60WWCPE81,1977-10-24 04:30:55.180000000,-1298646
828,Christine483,757720547,RBS8,586329250,32,6AJK,91666,6KONBOVAGEKL574E6NOI,2002-01-08 00:04:16.950000000,-684418468
829,Pamela780,540700747,0D,345346555,60,RJOMS8QS3N1QUF,50753,TKKFJFCDTD9,1990-02-11 03:43:13.690000000,-135435839
830,Lamar994,1586715905,PDIZL7X04DFQ,1473189953,35,SKZLYQ20SNA,49819,CK7MCY5D4IG2KU,1989-05-10 02:45:29.530000000,-1840167109
831,Eugene229,-1842053459,BBYUTIDG1O51T8XDSD2,-1859668872,22,6SAJJ1UO1,08851,RXIQJI,2018-05-01 17:52:33.560000000,-999158373
832,Clyde508,-645194816,NINX9S4DL00KM,-901792114,23,4OW0A,08142,C048R9JWN,2013-10-09 15:54:36.150000000,1180913094
833,Walter862,-637790993,G0UE2,-884930298,40,,46978,AASMWSUPJ5CB4IUORKGA,1964-07-17 13:42:13.960000000,296229763
834,Angel420,927546841,0XNODXSY0NB,735126258,35,BIKRYYMAXLK,68956,QSS87I3,2012-02-08 08:46:11.830000000,-1070480238
835,Jennifer043,-277710988,,-532157247,62,JVZIPK,95918,WU7UFRA21U4O10D61,1978-03-29 07:58:59.040000000,-1521952270
836,Lena731,-2135817001,CETN0K1E0U1NL,-2147423082,48,,86639,LE,1965-02-04 17:21:25.810000000,-706563366
837,Christie399,2012524929,3RWIEBLDPUYK,1978884807,19,4IP0,63045,HYGDDKHZEPARJNA5GOQ,1982-10-31 08:33:32.500000000,178015430
838,Charles28,-264715617,Z5CYO179BNDUT,-524111522,18,F3FBP,81811,MPPBLLQFL,1996-04-19 01:07:44.710000000,2023489454
839,Bridgette931,1047869816,2Z2L1SIP634WORZOYOG8,856860639,27,,66104,BWO3EWQH27T2M5UXI,1974-07-01 03:11:38.700000000,-1972271636
840,Ramona943,-1214588328,9NWCMD5S4JOL9IDN8XST,-1416015180,55,3KG5PR7TN8L,74225,21K7VUGS84RSU,1984-07-22 20:12:55.680000000,261501680
841,Christine356,-1785103746,Y8TSCFAMPODLZT,-1823637094,19,AZIU557FA6B,29085,D7DD2F8EEZLJQK2JHO3,2004-07-29 09:02:38.980000000,45577218
842,Mindy131,426769301,69FEDX2KGBE8L,204420748,51,TK0,90640,CKM31UNMNMP9D,1960-02-20 17:17:16.360000000,597881663
843,Julie928,-388186133,PRNERAE2K9XU6FUA09P1,-662553153,64,V7Z8M4KYE,72216,OFSGV,1988-08-25 03:22:08.410000000,-1809215093
844,Jordan099,1217433345,ZIDGDWODGX,1050580193,24,TXC,78324,4NMLLC3WPON3OHOTL9C,1998-05-09 04:06:39.060000000,990345490
845,Reginald201,199176868,PKZXP68IX3P5GIQM,-59395888,62,4VW8PRX9A5II5W8NB,17155,SMRS9C5ZVNR0S19P,1955-07-19 17:13:06.160000000,-150044418
846,Becky99,1024823748,6B5JJK,837489683,33,ROYG9DT6EJFBC9342,24831,,2012-12-20 22:46:05.420000000,-159917443
847,Mason160,-263163769,8AYDD,-519877921,,WKU8MMWUQ3Y,70511,HOQRWYZLLW2VTI4M9HWU,1962-11-16 09:42:45.870000000,-1381088392
848,Marlon296,1314595101,P3BQ5,1174520923,59,QRIO6O,01663,96401XMAN8ZULR,1978-12-20 11:44:04.660000000,675037267
849,Marcia33,911047567,FXKT064D,720611557,24,NMJFJCDTYS8F1USQ,86775,I1PSTNR,1979-03-04 14:45:35.320000000,-1359178246
850,Lori273,-496459903,CWXM9Y65SN50AOF,-766946557,46,AI2B,29476,W0U8V6RRS4O7ILR,2005-11-26 09:06:23.750000000,-996767695
851,Johnnie709,-1667732675,V46ELTQD56SLH4CF,-1693165149,22,EMP7QSOTO,43512,1C,1954-02-01 00:16:42.820000000,-1957764128
852,Latisha598,1774527504,FVD0R4RIYJ20L584L,1693782768,33,EVEUC4AW8TY1HOWTY0Q,53063,XO307RH47R30OI,1995-05-29 16:35:18.220000000,-921349524
853,Daphne445,943892980,1XYOJ6KH36KNOBQTU,744793460,39,OLW47WPCLL454,95722,7,2018-05-12 05:39:51.680000000,-263700673
854,Audra739,-1670516631,1730,-1696125437,39,05GXEM0MTILD51AXU,64397,,1960-02-28 17:41:03.180000000,-143213460
855,Joseph409,1252338008,WNANDK1KHVY,1086463173,45,2BESY9,74910,OR4WG6QWJ5WAURHD,2005-10-29 03:23:42.810000000,-1330528660
856,Craig981,779080322,H8RC7GA1LXAUR9,612092219,18,GEYANOS,29366,LT0,1997-09-11 17:59:10.900000000,-1308879685
857,Randy313,188411209,BE2E,-87949811,54,C,58991,HE1JZP3,1976-05-11 17:44:44.440000000,-270069999
858,Jermaine076,-486095645,0I109I7X1L3RQ08L3GU,-763700878,64,RD0M3C2,12217,PLERODK617W9B7C8XXCJ,1973-10-25 12:44:02.750000000,1173623020
859,Alonzo57,1461971633,TZUZC,1336239215,32,EITR,90611,PBEYK7C3CGHMWU,1960-02-08 15:18:50.160000000,-1591959351
860,Krystal977,-1979643245,W3SP5EHWAZ6,-1970164649,65,1ORG2S,45663,II5EW7SDX,2004-01-06 04:35:31.770000000,1183544756
861,Alfonso144,300670288,3O8CZ,13039416,21,766BX,74394,B92TM,1960-05-22 13:19:59.950000000,1010339433
862,Matt697,-559998308,,-811946731,22,1B6TSGTDJKT2YYC0,23997,CJPZ90S3583OQFMFCSQ,1984-07-31 22:57:33.780000000,1884972633
863,Olga193,1064834834,J4Q,863276517,63,RSOQXMW7Q,46337,RYN3WYG89XA9,1990-05-04 05:26:23.840000000,-582787251
864,Jose568,-524262011,68Y8N80N2NTM44BGP9TQ,-773628762,42,LFL6POWBQLKQDYBH3X,66701,E436U,2007-09-05 19:01:41.300000000,-348519558
865,Carla759,-1121730215,ECD6IG0V5TB51MH,-1308087408,43,3UE7MFI9H4PA,40721,IQ18O33MI3WWA3,2000-10-20 08:14:12.520000000,-797681067
866,Dora678,-1332656688,6UO9B429248NI49A,-1473120633,18,2B8YYD3E,18412,AEWL2AJKU8XTZCAJ,1998-06-05 10:31:57.140000000,-702489509
867,William378,1521066477,RRVL15R0SWUIG2IU9IF5,1398641425,49,NLFZ0FQFFIYUMA78YR7,62888,IH8NPQZZTBY5D00,1961-05-13 22:29:02.710000000,-1806750694
868,Sammy462,1666922095,YA933D8DC1,1574036468,24,E61AYO2PCJQU,00227,H4Q6KRZY67ZQA4A7J,2016-08-04 01:13:09.170000000,-235231290
869,Joseph508,204325990,04AULM4P,-58771697,42,,71800,ESVKKOW,1984-01-06 02:04:19.280000000,976914758
870,Chasity563,1356175300,8I,1222943232,43,6SRME3I2O6CRF11PZMWZ,07224,9YKFH7XN,1998-10-23 00:50:26.810000000,-1901847841
871,Guadalupe650,-1801063363,8RL2QT9LT5JTHLHY,-1833699052,61,GK40CC,60187,7KCNQH9HIQ,1973-10-07 00:51:30.180000000,397414089
872,Lauren59,-218458796,JNGU,-478542248,49,2VR4UL3EHCD4WBHUY680,92376,PO1RLPL7AWK19ZI,1991-08-12 20:25:34.150000000,1790207455
873,Yvette090,1465845229,ICSN8MEQ98F11BI,1347794708,32,NK4Y0D,77839,EQPRSNM3N6ZOBM21XOWK,1987-04-29 15:54:01.040000000,-517020375
874,Antonio471,-818708787,HK2FRVLGD046XD,-1050245492,24,8ML1Q,72324,T,1975-10-21 16:59:07.210000000,59960990
875,Colleen299,759054758,2DZ99A3K,592289344,35,0TE8XUYM8N,21871,RMQ,1979-08-09 01:12:43.960000000,-1206192802
876,Christy020,-455512478,73VBEFK,-740674776,40,R2CZP6T4CBEBN5U,44842,KNI3O7GVRTYF2,1971-03-25 11:22:09.070000000,-1579079401
877,Veronica480,-245381390,FH13EFINQBA8I7SVM,-506529358,18,D6UQBEEBOGQ9E12F,21232,Y4EQXVOUI3L2X3KWX52,1968-08-12 16:04:01.400000000,1902000929
878,Chasity563,-838946267,O2290EZF8NZA2,-1081624426,59,U,20423,2G43AGVQB8Z8TJ,2017-04-30 00:49:01.950000000,2037012754
879,Karen607,-2105722704,F,-2077634219,49,X1RIGSXD5MHQ22MLF,96705,,1989-11-11 15:38:24.760000000,-2098327867
880,Morgan638,-1691032077,,-1740051215,43,WXCN0A9FKPA9,93605,F1PUNQ,1956-12-16 02:17:44.330000000,-1464809919
881,Clarissa787,-230197878,GCIOX,-497218741,38,,02072,FHLACAUVTDRZHZBGG0,2007-06-10 08:32:36.710000000,1735359219
882,Marlene697,1423806321,MIYSC4ZAZO1,1277009665,37,TZX7LNDYD19P,72400,I,2017-11-03 16:46:50.520000000,-2025866542
883,Monique418,-796958800,I26GM,-1043150880,41,PN6SGM00WT90G9177,93980,4D9E3VHWG7MBBPM,1975-11-07 09:18:41.630000000,67744854
884,Charity974,-11031705,Y7UNG9CSJGCJ4ORLGQ,-255496815,52,WM3X35FZR1YKBEB3JRD,60747,6IGHD6,2003-03-17 18:36:49.950000000,-1967617703
885,Katherine839,1111656514,MMB8DZM06XVKZPEPQMY2,903086873,56,U,83865,1JH,1988-04-09 02:28:46.700000000,1559424051
886,Jeff487,-352760770,FJKIXG,-631986411,20,YEW5N65E,11653,4L8UP,1975-12-05 01:17:15.340000000,-271462980
887,Rick786,425706860,CZXMFF0HN,203515793,48,Q5YC23RK0CGVZ,44715,UA3CW9FCYC55N5AO,2014-05-30 10:14:44.470000000,-1408484042
888,Roy350,639459220,,488478173,49,CIUOCP9UA8AOP1YI8TD,88691,9IH1,1957-05-20 20:01:10.780000000,1505671772
889,Scott92,1139812315,OU86VOVDTQ,934388106,60,7ED280,10324,Y,1959-04-13 05:22:29.020000000,454503959
890,Bruce164,-312710892,,-602081713,34,7CKD,96569,7UL5DB7DW4,1999-07-17 13:59:48.140000000,-1326515488
891,Nicole405,1111656514,YIOC62QPFJ2N6Z95KPW1,903086873,26,YCJNS,40659,EIB9814ETP,2007-09-25 23:36:41.380000000,-316571387
892,Wendell167,-670244794,4A7G,-928480336,50,TO2WVP1EEQ,13004,VB,1962-01-06 19:49:29.750000000,-886974106
893,Esmeralda994,1459525695,OWMKMTDZY4Q2TEW,1325290814,52,I4MHAUX4,65465,FTYB86XCL51N,1989-03-12 09:48:54.540000000,1568338601
894,Jeff487,-184715130,24RL0VEQS3TX9U7,-410072882,19,GCX1,89275,ZN5R8JOV6G09FWI,1989-06-24 22:36:06.940000000,1279692310
895,Christine77,-145460975,VXEU2UW9971,-365207804,23,PVJPCHBPQ0,48706,TBYAQXI81NXK2X67LS,1977-03-03 06:52:55.730000000,-1619587680
896,Marc807,-2061876914,FHWH4I25GV9SHWSIZ,-2018423102,50,MBJN0U,48487,RNXNBNJ9DY2SAE7RT,1972-12-29 10:05:05.190000000,-406399798
897,Allison051,149873014,Q4W97W02687,-101416655,21,1LTGQ8NI,43977,DJ15XQKM4T99SNNQRHW,1988-10-18 11:50:52.520000000,-1380441877
898,Kendrick444,-2069907439,BSU9BB7BSQ,-2023447293,27,IZ1HR0E6,01675,NM6O59Z,1999-12-20 08:20:27.120000000,137460741
899,Guy811,455059723,100OM,227188513,39,IO1,03067,N5,2016-07-18 19:52:26.540000000,-435898642
900,Damion525,1685530534,61E9THX85AZH2,1578931727,24,BTDMTOIEGSLQVGN,66520,5C,1976-02-13 06:41:09.020000000,-1459548848
901,Rachel747,1572647280,UYYJGX7LGBNOZC,1440672850,31,4A1UVSPPJXLWDTH,11735,884MQ73PJQZ36E5JNP,2004-08-10 00:17:02.700000000,-860382290
902,Alison573,206653559,96,-58466387,27,KTA024FZZ627FQVKQ,18801,6F,1965-04-13 08:29:36.700000000,174492644
903,Mandi585,-533609481,DO06T8HBW1617UPE,-778086207,35,P,81256,CCZNQ,2013-12-14 09:39:45.390000000,1302680199
904,Melisa037,1169075042,3,963497387,46,M6CI3O2W2L1MAF52,87389,YYX3WN,1999-05-12 13:55:08.510000000,-935329621
905,Paul272,1578886153,H7O6KK2L5HKDV4R3EBO,1457557625,51,M60V2VPQI9S116G4A,68042,EL5QOKX3GO1,1985-02-20 08:14:53.560000000,-1882977353
906,Nicole405,193826797,P1416EF4TYKFR7P0PI,-87536971,39,DGRXD1JWD,82296,LP3H596OHWRM3GDRKSW,1981-06-21 03:51:08.680000000,-1406032399
907,Dylan361,407826985,LRMCTCNBWFQ,149684639,18,FW0KTD3QOCKBNSKF9U,06596,IYQXIZ7MINVNYK5ZU,1961-01-31 00:41:17.170000000,-2046265473
