Car_Id,Car_Manufacturer_Code,Car_Year_of_Manufacture,Other_Car_Details,Model
690,160151380,725292797,I1,QCJ3OTNFCE9KKIVPPG9I
691,,285482991,UG509VUVD0ZXP76X7,OQMC0CEPG5XCXH
692,486936441,344727814,OJ1Y2KEWQMU6OVPBO,5TUOV02CEXXE68
693,-1715705470,-81832441,RUR0OC82K,HODQ1LXQOG9PW9C8N0
694,-1450759992,-663532207,4T3XFPT,KWMKNAME8
695,-1347894703,-960487490,4WDLMD5716,2Y7HBN9Y7GP
696,-2025826835,124959901,47EJL6DFNUOQZZ,357LA531OADMN8V3
697,1079249146,-234040266,RXJWR,FF7OA
698,125273969,-831036324,,I18LM3AG
699,-1700431272,-1840033367,76S658DVGB1RGGQAHR19,UCTGC10G
700,-973927532,-778345272,NF6ELVL8N5FC207QF,6RRLLT3S57R0IJ
701,-1267606818,-153919436,51SDDO8JA1M24PPVJRMS,JOK1
702,-1436891371,198856257,CRNS6MFDG,GYEUSRBFE
703,420703451,-868261659,J1RW8D92H,PFYWI
704,543839808,1227056644,1LKLL0PM6GG4MFTA5,UXGEITX2P
705,176254387,-388145094,71T6UI30,CS0XNHYWU
706,-2060407498,945578511,SHI9P4MJR7175,DXSTHNEEIB2L19OR
707,1067021239,-1814754515,S,N2N0B58EJEG28H22A6
708,-617328119,-271622452,Z2FFB3X8PUGCVQ1H,4
709,-911148560,-530584304,MX4O7RZ0,WUFIKEIR
710,-350112999,-851632886,1,R8WDB
711,822842610,-1866388424,3D240ZUFOL1PJ9KUOAO,761
712,489326698,1718812952,5JMJZOISBFFE1U5BSBBV,KFY9
713,102663796,1468284288,LT,C
714,712739766,938060613,,TZJQ3RMHQ87IRRP
715,102041816,-1878757326,7KFMWBP8,
716,857372044,511484698,XJQI5CH2486NNP482DYS,RN86V68
717,-777099461,-177506444,,34
718,-662678958,2007793631,JQMYR335F4P61XLK95,K6XKI6AKI70NG9VKLZ
719,-936297313,-2052182688,,91UR7M
720,381706401,-875723592,THKTXKVAETXR,6EMROM
721,900987565,-1152364138,WES4KD8EXO4,
722,-432939962,-834059290,GMRIOT7YDB1,2ASNPBH
723,-1495492656,-1113543412,T077SRL6XQ4ISGOSQ,7FQZRWZMMVEU3PFQY
724,96135641,430227070,WSGCGX3RQ0QS2KCNAK51,0VYR
725,1399553140,1376049347,63XIQH8Q,EPT7KSXAD
726,-79144209,-1668153367,4F8DF8PGJA301LG5,UNCG
727,-2002361130,-288617054,K6554MP,XAE04T7
728,1693617277,805831022,PPJTQGU1IVAK,KDV1OWBL8FWCAYOFTO
729,-1935100746,-1905637004,53YU0V,12812ABVQ
730,-1897588512,-732340521,K,XNQ6L9UOR9E
731,1494584351,1578633812,HGD3X2K10TIYPJ6MT,7M7F4CZLZ6F861BBSRC
732,986608555,917301559,8ZI,K4AS65OPUR2F5ZULUN6Z
733,-27115424,-1878142820,6KYE2,4H
734,-161786495,1681147900,B4QRUK82GNISGHVG,8H0JX
735,1453986779,-1641360689,QGKR761OKMRAS4JZDQV,V0WEH2CF9
736,-233740637,-1152572261,Q34B366BGJ1VPJ8XIF3,N
737,-1925889399,1262243443,O,R74Z376PH5KD5GN
738,30888359,-1716753727,9XGRNIZT2QZDAMB8N10,KO54RBW2J
739,519949992,1956729768,81LVL,HS8E
740,-1713871449,1946208567,WLGYMYFNU7UCINC,8BLD9M8ESC71P
741,-1987977161,1837752500,GAWB8LM,I91ETULSJIFB
742,831938227,-401038799,R2WXU7CK6EMDC44,FBPEH2SC1J2DWBADRK9
743,-556046568,-1138525668,YNS4EBIDELLAZ91AZ66K,M1IGDFKSGS2XYKT23
744,-2064146170,-820084417,HSMU9640YAB6VCKTHVF,
745,-1243094140,1542209623,IJ9M1LWDC,ZW2GP
746,-2010042280,-1197846978,5YJYHU6955DD,
747,663858763,-1706729784,AA43WGHHBQ0,XIAFRY65FET801H0W9G4
748,-1503295355,-281471495,XJZTO9RNJ,CI79TT99JKS
749,-2108689573,-1245139057,DMXVPN8PA653YCXHZW,CI1H104RS5
750,-787996022,987684446,XT,9UYOHW669TLL
751,-1943682054,880124951,JEKB6FHVMPW5WH61,25Y4WVVT0QNJGIV8CDM6
752,1113062004,1385976198,T8LGT,YEU4SDDDJORW0EV2ZUX
753,-19265391,768676411,TKNW6AUSLB52,L94A41DBYXGYEX4
754,112522770,-587306536,BEHS8FJF7S,304IH
755,1443867459,-487440980,FBX61O7RQ1Q,G2WMF3Z6CIP
756,-114036340,1848851548,IJAKS,H
757,-256127623,1635346652,A,AK0RZ1
758,-1590209460,-1057496880,REN,M8SI3A5YZQF
759,-344123770,1196413349,BCGC0,5T2E
760,-425546115,-737907691,YMS7HVCNQX3ECHK,L9BRKX9HFF
761,1878132444,1164276276,Y8YURHW,J0CJF0TT44C
762,-1903670386,-71987891,O,U7C
763,-805303424,265258789,N7UP8VQG24YA2F747DRC,A5CW
764,-2092087265,-679751515,55OE7E6HGPUJG75S1O8,6H5PQO2AI1NVPFZD
765,-188694795,857539731,WEGPN6J,B5
766,552453119,606292398,NAJ6BYI,
767,1925844585,12784887,6A0GKYME4RL72B6OIP5,AD8GHJ75ZC3I7DI6
768,1526047725,-174370133,PZQ0U,PCR
769,167839120,819714822,U66N7HO2M,L2PY5SDEE
770,-1397755812,-1336315890,OR3XS,7W0W
771,-1017612178,-222111836,LVKBJC3UNMTRC7KZLZ4F,X894U5JPJCH1H71MS8
772,402518181,-1780838057,GJ4JZOF0RL8YNEUG,PBJIBQ
773,-599408394,648328058,0I2C0LOXQ,RKI
774,72357282,-1130248108,6O53TCS4CGSJ,M
775,-2112937860,-1217944629,OUW0KSO,HE9LG7WD1C6LNQW6
776,968995580,-505982288,PJ2Z,6EOB7SEQXD0DY
777,-863968788,-367201893,DWFYFL99,MQAK3XG5KBBNYDWNZ
778,-562021880,-112390090,BLIELV9IZRHVEI3,K
779,1883522521,891525315,341MH434,CIYVALVVITWZ26JV
780,-750048512,1795168438,ZWOD079DFIBI67TJ,6S9V1TC0JU0T9
781,-317266405,749404203,KAHQZECDCG8NR6HD7,2TQU4SEAH2LM
782,-551527572,439549741,YK5YK7H,FBLST
783,-48908207,-495590819,,AT5BCAOMVQRU28FU6BBE
784,1105810131,-892382781,,YWA6AE2WPX26RZKWIDJ
785,410785686,-1650958954,3XX7,5IJQ7JDBL49
786,-1926999513,700711614,AKSMGZIC0OQ0QNBT4ZK,FYBXU42WMP6
787,950966780,-1770960668,Z1,PNA9
788,326010417,-846612618,QA90EK9E,XO
789,1473296728,-1926998109,1KHMOQQMF,S
790,-271116184,-643336669,4AT6QBOYYYDB39Z2,
791,1217534411,-1551696690,6Z4SQ97Z56P5E,F
792,-405486516,2063824605,XGRXBW4IOPLAG5PH,JZQ0RAKOMRTON
793,-1236173665,1655859449,MMEJNBFD0M6L5ZSK,DBNTGCQ1J84FOFBOG1VK
794,-1889813223,484418297,FVCCO,5BVUFL42WHL8VA
795,-1941503736,-557152117,8OBE6GT19OY3IZOA4,45H3MIF
796,365968137,-2130197629,JAAXXIQTQQPU5V,WBM4DYBSS2
797,-629207817,840410422,H,80SY0
798,530381168,-1107449394,VBW9X6KXW7V9K15Q0,LYNRJ
799,-1751273459,-1230928848,DUBQ,S5OJAJSYSPTYJSGR
800,-599265272,-2092219240,NDP3,KPS652MC6GC0JSQD4U
801,-1888135426,-1547780179,EJ251USY82M4Q,
802,-2136007214,377925393,,E0803X
803,,-207817089,AUJ5OK343KMU5I8W738I,7TF8AUT32
804,708240769,-661869131,5Q8Q96IY594B,1M227
805,1022573338,1219831027,ISTKE,3FX9X2LEYH3QJHS27I
806,-1212708433,1687741623,AEYL,IQ826POOM37W
807,1177487974,-1598458455,ZMGZ5F0IHM54,7W4K5OM4
808,-2027982382,830002223,FFDL5XAIIF0F2N,19TR3JLYZFKNODVD
809,1801407623,-1684163638,G7Z65T,K8EZ
810,-1921132067,-964707088,MQISQ,RKHJMC7WJWAAPY
811,-1499439594,-512813064,LU2DOI5ZEP81AWH,EM43N3SCXII96E4
812,-948669621,-408652337,GJ3RB29NYYHOSN3D,Q8PI89KX8R2VN
813,1136662006,-200543604,1WOCMQJHP2IQ5VW9F,DOW4CY3BB7Y7K
814,-561842044,2015391358,YPYYJLEEQ0G6QLV,421IFJK2ZG0517UW1WPJ
815,1590119332,-2068571997,90S,UD1169EWHJ1PKS6QK
816,-470557566,410352489,TTK,3TAOF47WWHF
817,337714866,-1834409539,L0QXS2LFDD5N73C,1I0UAPZG9955HXZFH
818,-1969192266,-572282953,X70I1JBXVBMWGKG55OC,O6GHLQU5XXT9
819,-947606453,420425419,UHMNF1TCG,XHBHIOPIGQ46T
820,1105810131,1888677589,M5NPWLT182OT1HGO,57I4RF
821,-171971155,1806560768,,S8QKWAZ4S1
822,-1897588512,1021477509,XZII,0W7N6FG
823,-1124957866,-1314339719,S8GLC,RV7FB
824,2108327259,-1274428546,ZPYGNOG9QNUC3GAV0F5,R1PXES2UV59KWM
825,1285221124,-272098401,Q20FGP3FUHGZGY8CP,PDNPH5XGH12O
826,1058780052,-1232410899,ES0F742NE2FX7,OLKSE948A7D9K512ELJT
827,2000481435,-343048082,G5BWPJZYL0E97UV57Y5N,1IJQU5UL7WC31
828,-1366994543,1285767283,D5BVVCTA1ZW9GJBNCM5D,9KG6NH6E6AFWZVE3F
829,1079249146,1903274967,600YX7S9VHR,UOM302K39
830,268843822,-834143445,Y3Z01T76N,3A15JZR
831,-632472289,2077240085,1HZQBKIVB,YFVB5MB9AX
832,-1290146947,-1565059452,,Z63HS9CJ6JDMJ8JBW
833,2044736647,208239908,L65AWX4005I4PHG,ADZ3W50NII0SRRM
834,-1979822420,1572937944,MASY6SMZIZ7W7R,
835,-249089463,1250306006,5SADWTP5V25MEICA8V9V,GZT8W6GLZKTB3M
836,410785686,1678111616,I13TJ6RX,FZ0K5VAYG4QTIE
837,-1375636647,-749344771,8T95C,MZLX
838,-1425588230,-515567446,E4JHX5XV158G6,B31E6JIWK7BEWPCRR1S
839,-1633513418,1924564024,Y1YWFM,51C35DX77YT
840,1196199336,1629505187,7KDNX,6J0BY
841,-1374246981,848363367,5UCD850V4BRYFL51,EMCDE9SB
842,896689756,396761643,AQL7S6U,T
843,-14605363,992594479,QPL7K5UZWS0OS,0VXSHX9QY8TLAPMEL8DP
844,-72770496,-276194863,A5UTP6YZ1L5W3WC0CNH0,S4N62SN3ATG4672VYOMQ
845,1227881871,1853956330,GENK6XZIT4,0DK12ORV
846,-1807399443,-1631461713,V9FFDYHNEQO02,2J407QAMF5MNNEDG
847,764066688,-194994120,2XMWFC7,IJIMKRZFSR3403V72R
848,692728207,1928438859,IUR6,Z6
849,593974804,1728178343,J9ZG7GS1THWND6T,
850,512672141,-1877803456,RRELX3ZC,LC9H3XCY7KY58
851,-117416641,1444879493,ER53RLO,KIS5KFY7HE1RF
852,319647892,2062482751,PXEF9GJAM9GQ816D6,NHGXI7XA
853,-1181089582,-1625768034,3CLCG,AVIFSVK2YNVH83
854,-1865866848,2138529011,MTTPMX2W7GO8F5,MKD
855,-58888894,1402007227,AUBAUILECL,UUFBHRAQ30M0
856,-1251980835,972141910,XZHB,A7I91Z6BXC34
857,1199815026,99542594,CH3SFNUN,3FDMBYTJF
858,-223959143,1531629100,6KJSDX,UK0OH5G1BM
859,-2022093026,1743731088,,71LKKL72XHC
860,253065763,149714817,,XNVCHPO7VUQOP0AO
861,-2073431998,-792303824,9SIA1LR1FH3UZ2EVVBRB,GARH3WDS1QDMHHZHC
862,769814305,899745800,1N0NMNY2MYNTX,1LSZCNFLDBWVKAJWH6
863,1033567759,2106254774,PTBBW,PTRIKFZA
864,-59228024,-460031959,R05QTP46NW26MN,ECQ6CW82
865,-1551593153,-1473040223,5HMFYTZTJG02CP2K,GY42HJ2V5523K
866,-933226705,1933847864,,TXMAA38KCCU70KQJN1GJ
867,2105131515,-739772814,ZL,7FNB7FP9T8HTCX8PMYY5
868,1471814252,32813962,H9TWJREPWH69IJBOWYI,LS
869,-57844572,-935087144,6MAT,AIH4MH0M0ZLHZY2O
870,-1408750745,-1433891610,SHLC2BN,AJ3DDONHT
871,-495970102,1826400637,5O8SIE2K4NYTST5QV3W,3IE4LNF1PXKMB7VTCBRQ
872,337714866,662311283,TVUY09RATD,VALL2O
873,2123554295,-998402400,5J7,WUU
874,-1902250116,,U3VDJG72ZBZUY,TGX4LVZ
875,-1287160695,-739318691,VGZE58AT9S8MSQ,JWD
876,-1360570005,124539666,TTAKG,YO7WI
877,1974640510,69820593,MZPD1LSUN0FSYY,BBQ2C77S
878,-1408750745,1876937040,U,JYL5U3XTU9
879,14256922,1601020858,DZ20U,7GCX7
880,965433207,1915947904,5WOGB6IP9I18G914MH,IKNXV
881,-1338810970,870578078,,
882,665130803,-117352867,RSUTSTZ1,CBII
883,961393802,-1910979721,LD,Q
884,-1450759992,2132344150,SWKGD5GO4B5AXPG,QWTDGVXRIM0UCMRDVZ
885,58239465,-693409539,P9CK17CC,VLPN
886,-266428983,-1471119672,UOH6GTO5RFKOKQH0AHF,LO68TCL03QJUE3V29
887,1258673619,292066696,KW2DECM,
888,1388893232,1366475495,S8KK7EJGZHNIH46,
889,1509889466,-859360564,VW5JVJRQWPIXL3S,M
890,-1632508705,993791795,6FCIV0G6701SUX4FQS,I5LYNI4UI18OSRPPY51
891,1011979892,428842946,I63D8HUNIW,RL2WZR4PLMPQII60NUP3
892,2070871858,-99931646,VVOJB2SN,8
893,-651905128,-1116119983,VFZBUIYWZK26,IMQB4DK0UVMAW3PZ
894,-266428983,-779678816,LAX3,EE
895,-1364662105,-168458774,310CY9L564BL2N3DM37R,VBH59LO23GY3JDJ
896,576039339,1930126941,QIYOXTE29E,9G0C1LUUW89WXVT
897,-2037563231,411689050,81OLDJGP,IZC65K
898,134200965,844318004,PBUKE,IOIXDXIQIJFQFE17AGM
899,-479318918,-297856795,F3EZ7QBJDI,1CS48M9KK0D4OEH
900,-1214652472,-1423646145,O0G62XPPC1ZI03MI1TF,IOHXDH
901,1177487974,-2097871107,D9FEBN,DH4EA
902,-2060407498,-1652353474,6VWIA2BUF9JMD4V,R2PIC06WEOR
903,555918736,-1514908111,HGKEWL8APYUPEL1VFNJU,X6I6B21
904,819272283,409218323,JOGO868H61K,DP
905,1086532207,1856303037,8YYQ8DLMMS,ZPVJLEM3
906,1011979892,-480165341,8MGU7O7QL0LYR,Z4TYNMBDBS4ZQ9FB
907,-850976239,-942468267,QOEZSJX966N346AX7T,762DE32GQSHHKHRL
908,1210863904,206394459,C82RC,OTCKJPQNK
909,-1984034780,-686586057,TYBZIMZ6LIP7NT8FYFA7,KL9GF8D7
910,991565837,1929233029,K0GNSR7FWNW2XYLMAO,0UK0RHWUUVR
911,555918736,1920312652,NXIOKQKZI,DE7KLYOOHCPUIH
912,-1274436941,-905770975,9,GB
913,446284493,1080718792,H4X9XUB,87ABKO4TL3MUVRSA772V
914,-495970102,,VSRPU,AOJ
915,-1287256596,939786740,4QVM,
916,2061156320,1332000646,OQR,4QI9MG
917,381293438,1584132013,61CVX8ROI,TNJ02TIGSC
918,-2092532604,-328999113,ZEXZPOR,1MHX17AN
919,-425546115,-1014110383,,G7YIQCWJDBCG
920,-1640986746,255621940,,C149A4EKF1Y3HC77P
921,-613225250,254063362,U5TTRLT,YZ22MP19QWY2H0
922,1182661845,362536875,W3LXQKQ7KZEH3482UE,V9FTSX58U150E9ZPCO
923,-1304777456,-1149733589,Q5Y2PR3P08I3BEMS,DH3AFF70EHLCKXZL2SEX
924,-561842044,1067565218,12OD9H3RKHJP,TQ70GPMZQ7MEG
925,-693823728,-1449052933,Q,MRZZDKW
926,-1360962050,93455274,,R8OL2
927,543839808,-2108271503,E3YX1W6NUPZ1W,NWXYRNKRV9ZQ
928,-1214353625,-1146781893,3GCS0SQTHOVA49JZ3HK,0O9ZY3BD
929,2113999243,-336974460,WAOUE,3S0
930,566652721,-1165885329,W1IJI1VHE3D4Q6MLM,G2YZCVM7CTANM
931,-1316915299,-942721457,2QRW3UMHH56SSHE,2UW
932,1525741857,-2128244430,WP,0NZV2
933,-2025826835,856468588,Y6UFNVGMYRD3BO,9QHR2UT4XE
934,-425483103,558299866,SNE0XOW0JPAL,ISWX33DOUZBBA8IXD
935,-423687483,1666860140,WPVAXAO38A40N8,DDLZ
936,13570778,2084823331,P32V4E,PMDV5H05Q8M
937,-405486516,-854464374,RGWRM1,2ZSWJL67I
938,-522999306,241801676,AQCA5Q8W351ZAJC9Z,
939,2078161880,-776687645,F7AFMFGW6YEE6N,6IJWGDK1KIB7
940,,124057585,XXKSQHI,Q787UTK3NOGYKV
941,-444711957,225597406,T0WU435E7WH,RFS
942,326010417,-1925512839,TVV3WT9JAHPYEDDM,
943,-2013231217,2046245333,H9SX,76DLK
944,-939324309,758313732,HFPL,
945,1816722126,931531043,S0J7HPFS22HVW,S6611QRI6
946,234916256,547013873,Y5BBYGRQJMPNO91E,DZDODBJT3YWHPA
947,268843822,-1486268616,DBHHIQA79YK,QDG2JUMMA1EWMMQ62
948,1071743448,-1428737237,,IDFF9C
949,150503381,214811677,JAMCKZN53R5K1H,NJ
950,585086236,-2029708285,H,LNAGWVBCBF
951,-543820492,-1762694320,06R,HRC2NZF
952,395752513,-414891198,M4JFRF,7
953,1284684018,1670382946,13OH7F0B2B4A,STT7WQB336VA4
954,150076536,1027250966,8CL6WF1TSD8R,NQYZQADUM10L3CMDGQB4
955,25450887,1707673722,MW62,TH8
956,-258462203,1655217627,TJ,50878S6NBFX1F6W0X7R7
957,2082785593,-700022348,403NDLHLEIWVDFA,MYHQP4YZ7T8PZK
958,-1723389211,133593438,DJBEL8QFP,4NE9TYRXPC1KF4V
959,523608161,-509796800,T350EBQ54BHI,P0PJ2QH
960,838141109,518239674,UK7DUCVF7M,N8N4LOBGMM
961,-1295665958,378887717,OCH5NVA,AS
962,136794012,-1765288656,XZSDGE4,ECV0SDOKJV
963,616309664,1658949705,47AY1V1H,7IP917E5VLLAMC
964,552453119,362939198,DUV,1LYS9LT7MDN2X3U3OSTE
965,1349125378,-1181357426,UYMHHB2TLH81TLJ17RZ,M6KFH4XWT18ORC3LQ
966,986658853,1518848892,QQ7WN,QDB2WD5G
967,-612812890,-1299394794,TB0CA1E,1HWITXVEEDDSGWATBFD
968,1378729012,-1117049766,306WY31S,QQHX621TJ97902VFW
969,861311835,731559906,Q2X79IFML,EQWYO8DU9
970,1071743448,1956648455,5C,09KYRACAZY
971,692728207,570517987,QPTVHRT977M9HIVATWO,QW1V553RE0VWS
972,68409143,-74466540,,N9S28KCSJTAO9HQQLFX6
973,-396115823,-536843508,HUPEKSKPO69709G2,UU2J292
974,234916256,-1637491752,LAYAIUBYR0JBSYGEV9V,H5
975,1673173192,1910321302,GXY8JI1C1H8F7QAEZX,SX40K8QEZYC8L
976,1175326216,1603924223,,WM0OFGYLCSF
977,647522250,-1574779488,,I5A9X2
978,-432939962,1781128064,GSS0DW7TT40L,XWBDQ6C
979,775620379,900424160,,J6PHLH
980,249802914,1879106938,NBQQ0TZ,6N271OD6KBLUPK3Q0AK
981,-823960010,-28791912,A,JK8AI2R
982,1981356778,464303064,432O,FMBT7FZN6P0
983,-1344307559,41756073,EYAVQ05585LUI7C8U93,
984,-1376009752,-3443887,296Y6EJ,QR14BN3FG
985,1884242134,-1464058777,1V9UIRE6PP,71UJLE
986,-855048008,-1212194094,MI6HKEYGPXJAUY1Z,PZXY
987,-2059429161,839531862,RCOBGN4CVRBRS6I41,XZSNA
988,-142320287,-835665295,4WRMJ8YTKH,GJB9L3ST
989,1619799470,-849176717,FWHS9FC0,56FOZYY4SDVD9E01
990,961393802,-1085439150,5V,LZT1CNDIZWDXFQRS6MI
991,1691463615,-257301135,5ONNPXR05SHX3D5TGCN,8YSZVZAE7
992,-487448747,-1195195623,MRGVUYIQ535B8UMXWK9,4A8JISZ5TI2602K7
993,-1646146800,819123724,SG,M4L2SIGTN7U6C
994,13570778,-1403856292,MEJPWAJKJHS,YASR2PV8YS1S
995,-161786495,477881031,D8STQE0U2N5O,
996,21808649,954427724,Q7XV3RA6BTGA9MG,2XQFONN9L4
997,1361471624,803316546,JLUGF8P3,SRQVL5ZG53V7A
998,574819,-1625722317,IHSL,HGE6S10IYR
999,-696883470,-795833828,Y9VG52MOGQI82,HEIPQO
1000,404473538,-1476653652,BIHRK8I2B8TH,NFAX5C
